#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
KAJ2935797.1         -          nacht_mafft_aligned  -            1.9e-48  165.4   0.0   6.1e-11   41.8   0.0   4.1   4   0   0   4   4   4   4 hypothetical protein H1R20_g1294, partial [Candolleomyces eurysporus]
KAJ2928122.1         -          nacht_mafft_aligned  -            6.9e-09   35.1   0.0   1.4e-08   34.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g8973, partial [Candolleomyces eurysporus]
KAJ2926989.1         -          nacht_mafft_aligned  -            7.1e-09   35.0   0.0   1.5e-08   34.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g10080, partial [Candolleomyces eurysporus]
KAJ2921768.1         -          nacht_mafft_aligned  -            7.4e-09   35.0   0.0   1.2e-08   34.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15326, partial [Candolleomyces eurysporus]
KAJ2929198.1         -          nacht_mafft_aligned  -            7.7e-09   34.9   0.0   1.2e-08   34.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7895, partial [Candolleomyces eurysporus]
KAJ2926462.1         -          nacht_mafft_aligned  -              8e-09   34.9   0.0   1.4e-08   34.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g10636, partial [Candolleomyces eurysporus]
KAJ2934067.1         -          nacht_mafft_aligned  -            8.1e-09   34.9   0.0   1.2e-08   34.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g3029, partial [Candolleomyces eurysporus]
KAJ2929007.1         -          nacht_mafft_aligned  -            8.3e-09   34.8   0.0   1.2e-08   34.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g8085, partial [Candolleomyces eurysporus]
KAJ2929315.1         -          nacht_mafft_aligned  -            8.9e-09   34.7   0.0   1.7e-08   33.8   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g7769, partial [Candolleomyces eurysporus]
KAJ2931812.1         -          nacht_mafft_aligned  -              9e-09   34.7   0.0   1.4e-08   34.1   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g5282, partial [Candolleomyces eurysporus]
KAJ2922750.1         -          nacht_mafft_aligned  -              9e-09   34.7   0.0   2.2e-08   33.4   0.0   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g14372, partial [Candolleomyces eurysporus]
KAJ2929190.1         -          nacht_mafft_aligned  -            9.2e-09   34.7   0.0   1.4e-08   34.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7913, partial [Candolleomyces eurysporus]
KAJ2927432.1         -          nacht_mafft_aligned  -            9.3e-09   34.7   0.0   1.7e-08   33.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g9664, partial [Candolleomyces eurysporus]
KAJ2928125.1         -          nacht_mafft_aligned  -            9.8e-09   34.6   0.0   1.1e-08   34.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g8975, partial [Candolleomyces eurysporus]
KAJ2921931.1         -          nacht_mafft_aligned  -            9.8e-09   34.6   0.0   1.8e-08   33.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g15163, partial [Candolleomyces eurysporus]
KAJ2922700.1         -          nacht_mafft_aligned  -              1e-08   34.5   0.0   1.7e-08   33.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g14401, partial [Candolleomyces eurysporus]
KAJ2927973.1         -          nacht_mafft_aligned  -            1.1e-08   34.5   0.0   1.7e-08   33.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9119, partial [Candolleomyces eurysporus]
KAJ2927835.1         -          nacht_mafft_aligned  -            1.1e-08   34.4   0.0   2.2e-08   33.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g9251, partial [Candolleomyces eurysporus]
KAJ2921462.1         -          nacht_mafft_aligned  -            1.1e-08   34.4   0.0   2.2e-08   33.5   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g15639, partial [Candolleomyces eurysporus]
KAJ2932403.1         -          nacht_mafft_aligned  -            1.2e-08   34.4   0.0   1.8e-08   33.7   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g4726, partial [Candolleomyces eurysporus]
KAJ2932386.1         -          nacht_mafft_aligned  -            1.2e-08   34.3   0.0   2.2e-08   33.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4718, partial [Candolleomyces eurysporus]
KAJ2921006.1         -          nacht_mafft_aligned  -            1.3e-08   34.2   0.0   2.9e-08   33.0   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g16086, partial [Candolleomyces eurysporus]
KAJ2936789.1         -          nacht_mafft_aligned  -            1.3e-08   34.2   0.0   2.9e-08   33.0   0.0   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g308, partial [Candolleomyces eurysporus]
KAJ2923325.1         -          nacht_mafft_aligned  -            1.3e-08   34.2   0.0   2.5e-08   33.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g13771, partial [Candolleomyces eurysporus]
KAJ2936219.1         -          nacht_mafft_aligned  -            1.4e-08   34.0   0.0     2e-08   33.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g875, partial [Candolleomyces eurysporus]
KAJ2921769.1         -          nacht_mafft_aligned  -            1.4e-08   34.0   0.0   2.3e-08   33.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15327, partial [Candolleomyces eurysporus]
KAJ2929835.1         -          nacht_mafft_aligned  -            1.5e-08   34.0   0.0     3e-08   33.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g7275, partial [Candolleomyces eurysporus]
KAJ2921225.1         -          nacht_mafft_aligned  -            1.5e-08   34.0   0.0   2.1e-08   33.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15869, partial [Candolleomyces eurysporus]
KAJ2935466.1         -          nacht_mafft_aligned  -            1.5e-08   34.0   0.2   1.7e-07   30.5   0.2   2.2   1   1   0   1   1   1   1 hypothetical protein H1R20_g1626, partial [Candolleomyces eurysporus]
KAJ2933886.1         -          nacht_mafft_aligned  -            1.5e-08   34.0   0.0   1.9e-08   33.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g3199, partial [Candolleomyces eurysporus]
KAJ2927307.1         -          nacht_mafft_aligned  -            1.6e-08   33.9   0.0   2.5e-08   33.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9786, partial [Candolleomyces eurysporus]
KAJ2930757.1         -          nacht_mafft_aligned  -            1.6e-08   33.9   0.0   2.4e-08   33.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g6342, partial [Candolleomyces eurysporus]
KAJ2929280.1         -          nacht_mafft_aligned  -            1.6e-08   33.9   0.0   2.3e-08   33.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7819, partial [Candolleomyces eurysporus]
KAJ2922529.1         -          nacht_mafft_aligned  -            1.6e-08   33.9   0.0   2.6e-08   33.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g14564, partial [Candolleomyces eurysporus]
KAJ2927465.1         -          nacht_mafft_aligned  -            1.6e-08   33.9   0.0   2.5e-08   33.2   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g9633, partial [Candolleomyces eurysporus]
KAJ2926970.1         -          nacht_mafft_aligned  -            1.7e-08   33.8   0.0   2.5e-08   33.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10137, partial [Candolleomyces eurysporus]
KAJ2936782.1         -          nacht_mafft_aligned  -            1.7e-08   33.8   0.0   2.8e-08   33.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g297, partial [Candolleomyces eurysporus]
KAJ2929874.1         -          nacht_mafft_aligned  -            1.8e-08   33.7   0.0   2.6e-08   33.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7217, partial [Candolleomyces eurysporus]
KAJ2935852.1         -          nacht_mafft_aligned  -            1.8e-08   33.7   0.0     3e-08   33.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g1242, partial [Candolleomyces eurysporus]
KAJ2924871.1         -          nacht_mafft_aligned  -            1.9e-08   33.6   0.0   2.9e-08   33.0   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g12244, partial [Candolleomyces eurysporus]
KAJ2929191.1         -          nacht_mafft_aligned  -              2e-08   33.6   0.0   2.9e-08   33.0   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7912, partial [Candolleomyces eurysporus]
KAJ2929878.1         -          nacht_mafft_aligned  -              2e-08   33.6   0.0   3.2e-08   32.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7220, partial [Candolleomyces eurysporus]
KAJ2924895.1         -          nacht_mafft_aligned  -              2e-08   33.5   0.0   4.3e-08   32.5   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g12208, partial [Candolleomyces eurysporus]
KAJ2936995.1         -          nacht_mafft_aligned  -            2.1e-08   33.5   0.0   3.2e-08   32.9   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g94, partial [Candolleomyces eurysporus]
KAJ2934126.1         -          nacht_mafft_aligned  -            2.1e-08   33.5   0.0   2.9e-08   33.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g3017, partial [Candolleomyces eurysporus]
KAJ2934672.1         -          nacht_mafft_aligned  -            2.1e-08   33.5   0.0   3.9e-08   32.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g2389, partial [Candolleomyces eurysporus]
KAJ2928233.1         -          nacht_mafft_aligned  -            2.2e-08   33.5   0.0   4.1e-08   32.6   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g8848, partial [Candolleomyces eurysporus]
KAJ2923821.1         -          nacht_mafft_aligned  -            2.2e-08   33.4   0.0   3.6e-08   32.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13280, partial [Candolleomyces eurysporus]
KAJ2929891.1         -          nacht_mafft_aligned  -            2.2e-08   33.4   0.0   3.4e-08   32.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7219, partial [Candolleomyces eurysporus]
KAJ2929902.1         -          nacht_mafft_aligned  -            2.2e-08   33.4   0.0   5.5e-08   32.1   0.0   1.6   1   0   0   1   1   1   1 hypothetical protein H1R20_g7174, partial [Candolleomyces eurysporus]
KAJ2927467.1         -          nacht_mafft_aligned  -            2.3e-08   33.4   0.0   3.5e-08   32.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9631, partial [Candolleomyces eurysporus]
KAJ2922127.1         -          nacht_mafft_aligned  -            2.4e-08   33.3   0.9   1.8e-07   30.4   0.9   2.3   1   1   0   1   1   1   1 hypothetical protein H1R20_g14954, partial [Candolleomyces eurysporus]
KAJ2925273.1         -          nacht_mafft_aligned  -            2.4e-08   33.3   0.0   4.4e-08   32.5   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g11816, partial [Candolleomyces eurysporus]
KAJ2923366.1         -          nacht_mafft_aligned  -            2.4e-08   33.3   0.0   3.9e-08   32.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g13723, partial [Candolleomyces eurysporus]
KAJ2932383.1         -          nacht_mafft_aligned  -            2.5e-08   33.3   0.0   4.6e-08   32.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g4716, partial [Candolleomyces eurysporus]
KAJ2931040.1         -          nacht_mafft_aligned  -            2.5e-08   33.3   0.0   5.3e-08   32.2   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g6043, partial [Candolleomyces eurysporus]
KAJ2929901.1         -          nacht_mafft_aligned  -            2.5e-08   33.2   0.0   4.6e-08   32.4   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g7162, partial [Candolleomyces eurysporus]
KAJ2925525.1         -          nacht_mafft_aligned  -            2.6e-08   33.2   0.0   3.9e-08   32.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11571, partial [Candolleomyces eurysporus]
KAJ2927077.1         -          nacht_mafft_aligned  -            2.6e-08   33.2   0.0   5.6e-08   32.1   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein H1R20_g10006, partial [Candolleomyces eurysporus]
KAJ2921630.1         -          nacht_mafft_aligned  -            2.7e-08   33.1   0.0   3.7e-08   32.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15463, partial [Candolleomyces eurysporus]
KAJ2927462.1         -          nacht_mafft_aligned  -            2.8e-08   33.1   0.0   3.9e-08   32.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9632, partial [Candolleomyces eurysporus]
KAJ2928115.1         -          nacht_mafft_aligned  -            2.8e-08   33.1   0.0   5.8e-08   32.0   0.0   1.5   2   0   0   2   2   1   1 hypothetical protein H1R20_g8984, partial [Candolleomyces eurysporus]
KAJ2926657.1         -          nacht_mafft_aligned  -            2.9e-08   33.0   0.0   5.3e-08   32.2   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g10429, partial [Candolleomyces eurysporus]
KAJ2928001.1         -          nacht_mafft_aligned  -              3e-08   33.0   0.0   4.2e-08   32.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g9093, partial [Candolleomyces eurysporus]
KAJ2929817.1         -          nacht_mafft_aligned  -            3.1e-08   32.9   0.0     6e-08   32.0   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g7268, partial [Candolleomyces eurysporus]
KAJ2936814.1         -          nacht_mafft_aligned  -            3.2e-08   32.9   0.0   6.4e-08   31.9   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g259, partial [Candolleomyces eurysporus]
KAJ2928675.1         -          nacht_mafft_aligned  -            3.2e-08   32.9   0.0   1.1e-06   27.8   0.0   2.1   2   0   0   2   2   2   1 hypothetical protein H1R20_g8419, partial [Candolleomyces eurysporus]
KAJ2921706.1         -          nacht_mafft_aligned  -            3.4e-08   32.8   0.0     5e-08   32.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g15398, partial [Candolleomyces eurysporus]
KAJ2928124.1         -          nacht_mafft_aligned  -            3.4e-08   32.8   0.0     5e-08   32.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g8977, partial [Candolleomyces eurysporus]
KAJ2936855.1         -          nacht_mafft_aligned  -            3.5e-08   32.8   0.0   6.4e-08   31.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g282, partial [Candolleomyces eurysporus]
KAJ2935589.1         -          nacht_mafft_aligned  -            3.6e-08   32.7   0.0   5.5e-08   32.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g1505, partial [Candolleomyces eurysporus]
KAJ2936326.1         -          nacht_mafft_aligned  -            3.6e-08   32.7   0.0   6.6e-08   31.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g765, partial [Candolleomyces eurysporus]
KAJ2931088.1         -          nacht_mafft_aligned  -            3.8e-08   32.7   0.0   6.1e-08   32.0   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g6008, partial [Candolleomyces eurysporus]
KAJ2936384.1         -          nacht_mafft_aligned  -            3.8e-08   32.6   0.0   7.3e-08   31.7   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g711, partial [Candolleomyces eurysporus]
KAJ2926374.1         -          nacht_mafft_aligned  -            3.8e-08   32.6   0.0   7.8e-08   31.6   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g10735, partial [Candolleomyces eurysporus]
KAJ2922707.1         -          nacht_mafft_aligned  -            3.8e-08   32.6   0.0   7.3e-08   31.7   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g14384, partial [Candolleomyces eurysporus]
KAJ2929879.1         -          nacht_mafft_aligned  -            3.9e-08   32.6   0.0   6.3e-08   31.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7201, partial [Candolleomyces eurysporus]
KAJ2933167.1         -          nacht_mafft_aligned  -              4e-08   32.6   0.0   7.9e-08   31.6   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g3888, partial [Candolleomyces eurysporus]
KAJ2936805.1         -          nacht_mafft_aligned  -            4.2e-08   32.5   0.0   7.2e-08   31.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g254, partial [Candolleomyces eurysporus]
KAJ2934098.1         -          nacht_mafft_aligned  -            4.4e-08   32.4   0.0   6.3e-08   31.9   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g2974, partial [Candolleomyces eurysporus]
KAJ2928121.1         -          nacht_mafft_aligned  -            4.4e-08   32.4   0.0    0.0001   21.3   0.0   2.3   1   1   1   2   2   2   1 hypothetical protein H1R20_g8972, partial [Candolleomyces eurysporus]
KAJ2929486.1         -          nacht_mafft_aligned  -            4.5e-08   32.4   0.0   7.4e-08   31.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g7609, partial [Candolleomyces eurysporus]
KAJ2925587.1         -          nacht_mafft_aligned  -            4.5e-08   32.4   0.0   8.7e-08   31.5   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g11505, partial [Candolleomyces eurysporus]
KAJ2922606.1         -          nacht_mafft_aligned  -            4.5e-08   32.4   0.0   1.1e-07   31.1   0.0   1.6   2   0   0   2   2   1   1 hypothetical protein H1R20_g14474, partial [Candolleomyces eurysporus]
KAJ2929182.1         -          nacht_mafft_aligned  -            4.5e-08   32.4   0.0   6.5e-08   31.9   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g7908, partial [Candolleomyces eurysporus]
KAJ2925524.1         -          nacht_mafft_aligned  -            4.6e-08   32.4   0.0     7e-08   31.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11569, partial [Candolleomyces eurysporus]
KAJ2929571.1         -          nacht_mafft_aligned  -            4.7e-08   32.4   0.0     6e-08   32.0   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7530, partial [Candolleomyces eurysporus]
KAJ2928482.1         -          nacht_mafft_aligned  -            4.7e-08   32.3   0.0   9.8e-08   31.3   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g8640, partial [Candolleomyces eurysporus]
KAJ2937073.1         -          nacht_mafft_aligned  -            4.9e-08   32.3   0.0     1e-07   31.2   0.0   1.3   1   1   0   1   1   1   1 hypothetical protein H1R20_g19, partial [Candolleomyces eurysporus]
KAJ2920698.1         -          nacht_mafft_aligned  -            4.9e-08   32.3   0.0   7.2e-08   31.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g16395, partial [Candolleomyces eurysporus]
KAJ2936358.1         -          nacht_mafft_aligned  -            4.9e-08   32.3   0.0   9.4e-08   31.4   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g740, partial [Candolleomyces eurysporus]
KAJ2925755.1         -          nacht_mafft_aligned  -            5.1e-08   32.2   0.0   7.9e-08   31.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11346, partial [Candolleomyces eurysporus]
KAJ2926035.1         -          nacht_mafft_aligned  -            5.3e-08   32.2   0.0   8.2e-08   31.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11061, partial [Candolleomyces eurysporus]
KAJ2929489.1         -          nacht_mafft_aligned  -            5.4e-08   32.2   0.0   8.1e-08   31.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7611, partial [Candolleomyces eurysporus]
KAJ2935700.1         -          nacht_mafft_aligned  -            5.4e-08   32.1   0.0   9.1e-08   31.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g1391, partial [Candolleomyces eurysporus]
KAJ2924721.1         -          nacht_mafft_aligned  -            5.5e-08   32.1   0.0   8.3e-08   31.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g12364, partial [Candolleomyces eurysporus]
KAJ2927796.1         -          nacht_mafft_aligned  -            5.5e-08   32.1   0.0   9.1e-08   31.4   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g9298, partial [Candolleomyces eurysporus]
KAJ2926988.1         -          nacht_mafft_aligned  -            5.8e-08   32.0   0.0     1e-07   31.2   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g10083, partial [Candolleomyces eurysporus]
KAJ2921932.1         -          nacht_mafft_aligned  -            5.9e-08   32.0   0.0   7.8e-08   31.6   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g15161, partial [Candolleomyces eurysporus]
KAJ2936830.1         -          nacht_mafft_aligned  -            5.9e-08   32.0   0.0   1.3e-07   30.9   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g233, partial [Candolleomyces eurysporus]
KAJ2925760.1         -          nacht_mafft_aligned  -            6.5e-08   31.9   0.0   9.2e-08   31.4   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11330, partial [Candolleomyces eurysporus]
KAJ2936811.1         -          nacht_mafft_aligned  -            6.6e-08   31.9   0.0   1.2e-07   31.0   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g252, partial [Candolleomyces eurysporus]
KAJ2926167.1         -          nacht_mafft_aligned  -            6.8e-08   31.8   0.0   1.1e-07   31.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g10920, partial [Candolleomyces eurysporus]
KAJ2926031.1         -          nacht_mafft_aligned  -            7.4e-08   31.7   0.0   1.1e-07   31.1   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11059, partial [Candolleomyces eurysporus]
KAJ2924680.1         -          nacht_mafft_aligned  -            7.8e-08   31.6   0.1     2e-07   30.3   0.1   1.6   1   1   0   1   1   1   1 hypothetical protein H1R20_g12391, partial [Candolleomyces eurysporus]
KAJ2936850.1         -          nacht_mafft_aligned  -            8.1e-08   31.6   0.0   1.8e-07   30.4   0.0   1.6   1   0   0   1   1   1   1 hypothetical protein H1R20_g261, partial [Candolleomyces eurysporus]
KAJ2936383.1         -          nacht_mafft_aligned  -            8.2e-08   31.5   0.0   1.9e-07   30.3   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g709, partial [Candolleomyces eurysporus]
KAJ2932837.1         -          nacht_mafft_aligned  -            8.5e-08   31.5   0.0   1.8e-07   30.4   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g4248, partial [Candolleomyces eurysporus]
KAJ2924496.1         -          nacht_mafft_aligned  -            8.6e-08   31.5   0.0   1.4e-07   30.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g12604, partial [Candolleomyces eurysporus]
KAJ2933250.1         -          nacht_mafft_aligned  -            8.6e-08   31.5   0.0   1.4e-07   30.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g3849, partial [Candolleomyces eurysporus]
KAJ2926681.1         -          nacht_mafft_aligned  -            8.8e-08   31.4   0.0   1.7e-07   30.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g10398, partial [Candolleomyces eurysporus]
KAJ2922617.1         -          nacht_mafft_aligned  -            9.1e-08   31.4   0.0   1.6e-07   30.6   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g14481, partial [Candolleomyces eurysporus]
KAJ2925275.1         -          nacht_mafft_aligned  -            9.4e-08   31.3   0.0   1.9e-07   30.4   0.0   1.4   1   1   0   1   1   1   1 hypothetical protein H1R20_g11814, partial [Candolleomyces eurysporus]
KAJ2932112.1         -          nacht_mafft_aligned  -            9.7e-08   31.3   0.0   1.3e-07   30.9   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4989, partial [Candolleomyces eurysporus]
KAJ2925748.1         -          nacht_mafft_aligned  -            9.7e-08   31.3   0.0   1.5e-07   30.7   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11339, partial [Candolleomyces eurysporus]
KAJ2927406.1         -          nacht_mafft_aligned  -            9.7e-08   31.3   0.0   1.5e-07   30.7   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g9691, partial [Candolleomyces eurysporus]
KAJ2932107.1         -          nacht_mafft_aligned  -              1e-07   31.2   0.0   1.7e-07   30.5   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g4988, partial [Candolleomyces eurysporus]
KAJ2936900.1         -          nacht_mafft_aligned  -            1.1e-07   31.1   0.0   2.4e-07   30.0   0.0   1.5   1   1   0   1   1   1   1 hypothetical protein H1R20_g195, partial [Candolleomyces eurysporus]
KAJ2935904.1         -          nacht_mafft_aligned  -            1.1e-07   31.1   0.0     2e-07   30.3   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g1190, partial [Candolleomyces eurysporus]
KAJ2926034.1         -          nacht_mafft_aligned  -            1.1e-07   31.1   0.0   1.8e-07   30.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g11062, partial [Candolleomyces eurysporus]
KAJ2937082.1         -          nacht_mafft_aligned  -            1.2e-07   31.0   0.0   2.3e-07   30.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein H1R20_g1, partial [Candolleomyces eurysporus]
KAJ2936807.1         -          nacht_mafft_aligned  -            1.2e-07   31.0   0.0   2.2e-07   30.1   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein H1R20_g256, partial [Candolleomyces eurysporus]
KAJ2926210.1         -          nacht_mafft_aligned  -            1.2e-07   31.0   0.0     2e-07   30.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10876, partial [Candolleomyces eurysporus]
KAJ2936036.1         -          nacht_mafft_aligned  -            1.2e-07   30.9   0.0   3.9e-07   29.3   0.0   1.8   1   1   0   1   1   1   1 hypothetical protein H1R20_g1059, partial [Candolleomyces eurysporus]
KAJ2923633.1         -          nacht_mafft_aligned  -            1.3e-07   30.9   0.0   1.8e-07   30.4   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein H1R20_g13467, partial [Candolleomyces eurysporus]
KAJ2934367.1         -          nacht_mafft_aligned  -            1.4e-07   30.8   0.0   2.8e-07   29.8   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g2734, partial [Candolleomyces eurysporus]
KAJ2929487.1         -          nacht_mafft_aligned  -            1.4e-07   30.7   0.0     2e-07   30.3   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g7608, partial [Candolleomyces eurysporus]
KAJ2925585.1         -          nacht_mafft_aligned  -            1.5e-07   30.7   0.0   3.1e-07   29.6   0.0   1.5   1   0   0   1   1   1   1 hypothetical protein H1R20_g11508, partial [Candolleomyces eurysporus]
KAJ2926410.1         -          nacht_mafft_aligned  -            1.5e-07   30.7   0.0   2.1e-07   30.2   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein H1R20_g10686, partial [Candolleomyces eurysporus]
KAJ2934121.1         -          nacht_mafft_aligned  -            1.5e-07   30.6   0.4    0.0069   15.3   0.0   2.1   2   0   0   2   2   2   2 hypothetical protein H1R20_g3012, partial [Candolleomyces eurysporus]
